date,BTC_open,BTC_high,BTC_low,BTC_close,BTC_volume,BTC_quote_asset_volume,BTC_number_of_trades,BTC_ taker_buy_base_asset_volume,BTC_taker_buy_quote_asset_volume,BTC_ohlc,BTC_returns,ETH_open,ETH_high,ETH_low,ETH_close,ETH_volume,ETH_quote_asset_volume,ETH_number_of_trades,ETH_ taker_buy_base_asset_volume,ETH_taker_buy_quote_asset_volume,ETH_ohlc,ETH_returns,BNB_open,BNB_high,BNB_low,BNB_close,BNB_volume,BNB_quote_asset_volume,BNB_number_of_trades,BNB_ taker_buy_base_asset_volume,BNB_taker_buy_quote_asset_volume,BNB_ohlc,BNB_returns,EOS_open,EOS_high,EOS_low,EOS_close,EOS_volume,EOS_quote_asset_volume,EOS_number_of_trades,EOS_ taker_buy_base_asset_volume,EOS_taker_buy_quote_asset_volume,EOS_ohlc,EOS_returns,XRP_open,XRP_high,XRP_low,XRP_close,XRP_volume,XRP_quote_asset_volume,XRP_number_of_trades,XRP_ taker_buy_base_asset_volume,XRP_taker_buy_quote_asset_volume,XRP_ohlc,XRP_returns,XTZ_open,XTZ_high,XTZ_low,XTZ_close,XTZ_volume,XTZ_quote_asset_volume,XTZ_number_of_trades,XTZ_ taker_buy_base_asset_volume,XTZ_taker_buy_quote_asset_volume,XTZ_ohlc,XTZ_returns,LINK_open,LINK_high,LINK_low,LINK_close,LINK_volume,LINK_quote_asset_volume,LINK_number_of_trades,LINK_ taker_buy_base_asset_volume,LINK_taker_buy_quote_asset_volume,LINK_ohlc,LINK_returns,Date,Mining Revenue,Hashrate_Price_Multiple,Bitcoin_Adjusted_Difficulty,longs_mean,shorts_mean,longs_max,shorts_max,longs_min,shorts_min,longs_close,shorts_close,longs_open,shorts_open,fundingRateClose,fundingRateDailyClose,fundingRateOpen,fundingRateDailyOpen,fundingRateMean,fundingRateDailyMean,snp_Open,snp_High,snp_Low,snp_Close,snp_Volume,snp_ohlc,snp_returns
2018-04-01,6922.0,7049.98,6430.0,6813.01,44071.430463,297470498.81956285,260942,21899.30066,147951173.82212943,6803.7474999999995,0.9839830384854801,393.93,399.91,356.9,378.58,150493.99422,56620178.3543407,119329,71969.4459,27073234.6548507,382.33,0.9610580828594638,11.0599,11.3106,10.3002,11.0767,4095797.21,44633665.77944,91391.0,2218471.45,24208904.738651,10.93685,1.0023255813953489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-01,11096768.0,22031861.2314,3462542391190.0,30702.280079732598,30515.3643522657,31211.47462404,32293.40880594,30197.27645685,28136.90971067,30756.90269808,28175.94667076,30708.44841715,31091.00048249,,,,,,,,,,,,,
2018-04-02,6813.01,7125.0,6765.0,7056.0,32123.560072,224322159.41331607,206780,16365.683591,114292405.85810466,6939.7525000000005,1.035665586869827,378.58,394.87,375.0,385.05,113242.14191,43596858.5024712,95810,60918.09989,23456311.3196497,383.375,1.0170901790902849,11.0956,12.68,10.9815,12.5996,4507155.16,53481043.8005,93935.0,2295314.86,27181045.298603,11.839175,1.1374867966090985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-02,13758062.625,28274794.2168,3494288842680.0,32471.4514053724,29262.789995099603,33255.47902138,31224.56355019,30712.14394401,28282.00774155,30712.14394401,31084.77149057,32929.73311823,29375.11144498,,,,,,,2633.45,2638.3,2553.8,2581.88,713692032.0,2601.8575,0.9889168354068341
2018-04-03,7063.97,7520.0,7011.01,7405.21,37787.331811,277080072.76171273,248143,19218.850485,140892233.113676,7250.047500000001,1.0494912131519274,385.0,419.08,380.13,415.01,137897.55565,55385110.1548381,118778,72741.86375,29203166.4975717,399.805,1.0778080768731333,12.5996,13.9701,12.2114,13.305,5149823.24,68261762.427423,123247.0,2550063.1,33808966.599863,13.021525,1.0559859043144226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-03,13719904.25,27227579.6162,3511060552900.0,33575.93276582007,29516.679068407728,34153.48467814,30083.63966023,32926.97597186,29086.00363876,32926.97597186,29381.92338754,33224.84869455,29714.60303034,,,,,,,2592.17,2619.14,2575.49,2614.45,631017024.0,2600.3125,0.9994061934598647
2018-04-04,7405.21,7427.52,6707.0,6796.1,42227.183804,297443582.7461225,277249,20299.402203,142890978.60995668,7083.9575,0.917745749276523,415.0,416.5,370.0,378.16,140598.39668,54594624.7569424,132792,69080.32064,26802920.5429346,394.915,0.911206958868461,13.2788,13.4889,12.0,12.21,5112820.69,64097901.423755,133806.0,2373126.1,29782537.155206,12.744425,0.9177001127395716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-04,15098761.3125,28449329.9836,3511060552900.0,33932.036268821386,28202.79560055549,34763.24328831,30245.33650590001,33016.87820895,26933.2053564,33205.88614586,29706.07268974,34044.79635897,27836.72416623,,,,,,,2584.04,2649.86,2573.61,2644.69,624103488.0,2613.05,1.0048984497055644
2018-04-05,6796.1,6902.0,6566.69,6770.76,39029.73146,263446941.1321242,238476,18991.102712,128270766.86646058,6758.887500000001,0.9962713909448065,378.15,387.03,365.61,381.22,120314.05875,45411126.8956174,103370,60702.0822,22942001.5438641,378.0025,1.008091812989211,12.2098,12.65,12.093,12.4888,4295442.59,53212219.531211,76267.0,2150960.45,26672914.91695,12.360399999999998,1.0228337428337426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-05,12472512.0625,25656757.7153,3511060552900.0,33659.16967530922,29851.457411834723,34103.32512239,30704.13067709,33130.54685411,27834.45882631,34043.46395865,27834.45882631,33300.55481103,30338.46149835,,,,,,,2657.36,2672.08,2649.58,2662.84,530434816.0,2660.465,1.0181454621993455
2018-04-06,6770.0,6850.0,6500.0,6601.39,27455.01192,182139799.80865908,162456,13778.063462,91424043.79892384,6680.3475,0.9749850829153596,381.56,385.91,362.54,368.89,74458.69141,27645272.516507,69396,36948.37773,13722741.9376863,374.725,0.9676564713288913,12.4888,12.7001,12.0115,12.2599,3151837.66,38651401.407442,51383.0,1761833.44,21614044.244718,12.365075000000001,0.9816715777336494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-06,13311694.5,27227579.6162,3511060552900.0,33422.44236984925,32511.676641258095,33810.39894438,34265.43674082,33250.82527979,30347.079052999998,33308.34379637,30347.80365083,33694.18536742,34207.99274136,,,,,,,2645.82,2656.88,2586.27,2604.47,636953472.0,2623.36,0.9860531899498772
2018-04-07,6601.39,7070.0,6586.28,6895.8,32269.578267,222323863.54144785,178577,16460.736226,113334533.85269153,6788.367499999999,1.0445981831099207,368.89,394.75,368.28,384.51,71463.42848,27442723.6552181,65341,39310.3431,15088027.5337413,379.1075,1.0423432459540785,12.26,12.6487,12.22,12.5,3256833.91,40619324.091952,51303.0,1717405.06,21423166.901724,12.407175,1.019584172790969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-07,11431310.51,24085935.8143,3511060552900.0,35946.332541324555,33216.74796513718,37821.54263502,34196.01469821,33614.52045581,32663.52953374,33695.66564613,34193.80219953,37248.14400958,33217.12176915,,,,,,,,,,,,,
2018-04-08,6895.81,7109.13,6880.0,7018.0,21427.673165,149967346.66268998,152461,11211.615946,78468498.47255658,6975.735000000001,1.0177209315815423,384.51,404.05,384.0,400.4,57395.52936,22720923.5470005,61290,31269.11717,12384767.5774767,393.24,1.04132532313854,12.5,12.5216,12.11,12.1311,3085224.78,37945714.872477,47888.0,1733940.95,21331585.161224,12.315674999999999,0.970488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-08,15587298.0,31416438.0187,3511060552900.0,37224.65617442918,32804.5701052571,37746.83774603,33311.52417828,36505.77671496,32130.68254571,37248.33912466,33217.88686463,36796.1199103,32502.655657599997,,,,,,,,,,,,,
2018-04-09,7011.04,7185.0,6611.0,6782.72,34078.297206,234309953.75033435,212669,17046.428596,117289580.04655164,6897.4400000000005,0.966474779139356,400.4,431.99,387.1,399.44,151653.50413,61605245.8672748,122647,81164.60858,33028431.0724556,404.7325,0.9976023976023977,12.1244,12.55,11.51,11.8888,3011093.55,36295327.01358,77270.0,1488630.64,17958858.37108,12.0183,0.9800265433472645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-09,14130051.6983,28100258.4501,3511060552900.0,34556.06589387039,33772.03531510466,37105.79360113,36214.00580684,31470.28792071,31377.60256654,36783.36179618,32509.94821656,31556.52051836,36214.00580684,,,,,,,2617.18,2653.55,2610.79,2613.16,564580736.0,2623.67,1.0001181690656258
2018-04-10,6781.55,6890.0,6656.0,6843.9,22326.728095,151417844.2663968,147755,11456.447936,77704393.55925176,6792.862499999999,1.0090199801849404,399.25,418.68,391.4,416.07,81394.29605,32805764.1019723,73634,39654.82636,16004029.831851,406.34999999999997,1.0416332866012417,11.8832,12.441,11.77,12.0904,3449392.51,41694196.558433,61241.0,1596454.66,19317831.167068,12.04615,1.0169571361281207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-10,12309914.75,25656757.7153,3511060552900.0,31917.339960071196,37117.78292760925,32531.48107149,38225.92461066,31494.52821596,36153.58237929,31547.0980053,36168.17990663,32445.09954341,38218.67045331,,,,,,,2638.41,2665.45,2635.78,2656.87,596054208.0,2649.1275,1.0097030114305534
2018-04-11,6839.56,6990.0,6787.0,6953.79,23997.871177,165264003.41270605,155607,12530.65891,86309556.51736282,6892.587500000001,1.016056634375137,415.53,433.54,410.38,429.52,86706.68627,36371404.2251047,76885,44672.00021,18743004.7181089,422.24249999999995,1.0323262912490687,12.1121,12.33,11.77,12.33,3394146.16,40544573.621479,49233.0,1710696.67,20443487.244931,12.135525,1.0198173757692053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-11,13914521.9167,28623865.7504,3511060552900.0,33351.4390666733,38237.01393464028,34484.48387513,39119.68487731,32444.459468,37175.38967912,32444.459468,38216.90310101,32914.61404484,37201.0359038,,,,,,,2643.89,2661.43,2639.25,2642.19,472621312.0,2646.69,0.999079885735964
2018-04-12,6953.78,8012.23,6743.2,7923.0,64861.595987,485176252.4893357,404588,33198.867785,248243486.4673706,7408.0525,1.139378669761382,429.9,499.0,412.88,495.67,249766.38316,113968625.2863396,202769,121547.23979,55471535.4086562,459.3625,1.1540091264667536,12.33,13.034,11.85,13.0087,4889173.13,60784049.312556,112448.0,2536867.62,31569477.620815,12.555674999999999,1.055044606650446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-12,13939111.6667,28100258.4501,3511060552900.0,31272.24444450986,32335.79774067139,33960.54289415,40719.101839099996,26855.42393286,24032.89687529,32926.94219808,37194.56687711,29802.90056948,24052.53093828,,,,,,,2653.83,2674.72,2653.83,2663.99,514725664.0,2661.5924999999997,1.0056306178660892
2018-04-13,7922.99,8233.39,7732.0,7877.41,55044.523148,439884522.7119489,351905,27485.083044,219615109.06229925,7941.447499999999,0.9942458664647229,494.3,530.0,480.22,495.11,251752.08782,127274585.0424597,206506,123872.45036,62548394.1720576,499.9075,0.9988702160711764,13.0087,13.82,12.6961,13.52,5339975.42,70417293.134669,113035.0,2837794.69,37449400.642436,13.261199999999999,1.0393044654731065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-13,15107101.625,26878508.0827,3511060552900.0,29332.443580442097,24166.16817547174,30696.09410747,25116.59291748,28067.17570466,23500.61947647,29792.20480104,24072.60467197,29232.025216500002,24569.20146277,,,,,,,2676.9,2680.26,2645.05,2656.3,489340288.0,2664.6275000000005,1.0011402947671368
2018-04-14,7877.48,8186.0,7810.0,7999.01,31621.286357,252868761.3206163,194500,16283.466045,130249061.31563611,7968.1224999999995,1.0154365457682157,494.69,515.0,485.58,502.68,121283.3338,60727364.2740579,98631,60998.98842,30544457.2097563,499.4875,1.015289531619236,13.52,13.88,12.9174,13.2888,3521128.98,47242696.623243,65929.0,1881261.34,25286092.919801,13.40155,0.9828994082840237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-14,16284279.6875,28798401.5171,3511060552900.0,29785.192535480903,24981.916896273025,30367.16179567,25689.3119587,29218.50926879,24553.37108789,29218.50926879,24553.37108789,29928.95708518,25343.06345528,,,,,,,,,,,,,
2018-04-15,8004.0,8429.54,7999.02,8355.0,27946.720444,230287099.5843022,181778,14619.464101,120469031.17164706,8196.89,1.0445042574018535,502.68,535.0,502.51,533.88,108739.15395,56506254.9725316,93171,57139.99073,29710349.7577647,518.5175,1.0620673191692527,13.2865,13.62,12.9,13.0989,3854973.61,50966457.161287,78848.0,1771348.15,23465247.361196,13.22635,0.9857097706339173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-15,13762525.1755,26146926.5195,3796188328000.0,30434.423363899063,25489.9885067833,31543.62257915,25917.84849142,29443.76917413,25005.54717773,29937.76444007,25369.23643128,30716.15437724,25392.17764867,,,,,,,,,,,,,
2018-04-16,8355.07,8419.0,7867.0,8064.92,36664.069715,295817536.47495276,226748,17912.938455,144490340.31244087,8176.4974999999995,0.965280670257331,533.88,538.0,497.31,511.46,130359.52549,66652300.8067962,103147,60079.00406,30729925.4776247,520.1625,0.958005544317075,13.0985,13.0997,12.011,12.2342,2709514.47,33604249.542756,62677.0,1238026.97,15333481.972551,12.61085,0.9339868233210421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-16,16994274.7292,31109116.9538,3839316899030.0,29182.3645013692,25351.101818164945,30912.54456249,26052.35235062,28781.52645428,24961.96471688,30706.61159475,25387.23419753,28904.99973082,25319.93740981,,,,,,,2670.1,2686.49,2665.16,2677.84,510147520.0,2674.8975,1.0038541972564643
2018-04-17,8064.92,8173.7,7825.4,7885.02,32152.603567,258221765.57371348,221228,15662.79502,125845498.64315926,7987.259999999999,0.9776935171086633,512.09,521.2,500.02,502.56,96541.96382,49273622.8530706,91563,46910.09255,23946544.5498259,508.9675,0.9825988347084816,12.2342,12.4848,11.6658,11.777,2444511.0,29830190.391654,59324.0,1145149.8,13987215.063937,12.04045,0.9626293505092282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-17,14177203.375,26910340.4324,3839316899030.0,29074.498057041343,26136.817368953674,29671.08704367,27783.19188163,28472.81699993,25292.809085499997,28900.96560731,25318.80971061,28516.28783218,27661.09806324,,,,,,,2692.74,2713.34,2692.05,2706.39,496172768.0,2701.13,1.0098069178351694
2018-04-18,7890.96,8236.43,7868.0,8173.0,26969.04457,217649160.11017892,183472,14559.152289,117565317.94569089,8042.0975,1.0365224184593063,502.56,526.99,501.12,526.09,73161.95251,37673780.8368876,68912,40719.86775,20988712.9674407,514.19,1.0468202801655524,11.777,12.45,11.511,12.2999,2739464.35,32476880.961602,57860.0,1350782.98,16039982.194059,12.009475,1.0444001018935212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-18,15988219.2751,30918263.4756,3839316899030.0,29284.60706332076,26731.884678308154,29956.14535054,27660.306099299996,28475.1997881,25951.72860440001,28522.58300645,27659.29325958,29931.24236986,26253.20384772,,,,,,,2710.11,2717.49,2703.63,2708.64,493200160.0,2709.9674999999997,1.0032717788481116
2018-04-19,8173.99,8296.0,8080.0,8278.0,27113.847464,222675105.7884542,196821,13747.595928,112939221.70278835,8206.9975,1.0128471797381622,526.49,571.61,521.03,568.14,112235.77328,61044208.3175114,100508,58720.48369,31889417.1177414,546.8175,1.0799292896652664,12.2999,12.44,12.02,12.361,2401088.65,29469321.849412,48333.0,1148488.5,14108099.075514,12.280225000000002,1.0049675200611388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-19,16329874.8515,30536556.5191,3839316899030.0,30139.24576804402,26972.654879650974,30698.10408931,27477.09936101,29699.27169918,26221.77794487,29928.11499519,26235.06956821,29819.58318996,27303.70510272,,,,,,,2701.16,2702.84,2681.9,2693.13,529064000.0,2694.7575,0.9943873865645991
2018-04-20,8273.84,8930.0,8177.09,8856.98,39795.337485,337288580.42571294,289687,21087.903673,178802594.3551453,8559.4775,1.0699420149794636,568.14,622.17,556.5,617.09,160209.03951,93907683.4773283,153184,74320.28896,43506166.7888128,590.975,1.0861583412539164,12.3502,12.7241,11.85,12.5858,2737433.33,33661511.198102,63454.0,1307596.72,16081902.633289,12.377525,1.0181862308874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-20,18366540.625,33971919.1275,3839316899030.0,30102.060580209927,27036.235767811097,30669.60679749,27626.90069248,29451.74051728,25137.45499589,29819.42522428,27302.21965703,29775.03792599,25137.45499589,,,,,,,2692.56,2693.94,2660.61,2670.14,705811904.0,2679.3125,0.9942685009690111
2018-04-21,8852.12,9035.0,8565.0,8915.31,40872.229909,358915978.1040339,295374,21145.842391,185753264.88447422,8841.8575,1.0065857662544118,616.8,624.5,570.23,604.87,159364.95353,95664939.9408183,159407,78153.60888,46861099.6411787,604.1,0.9801973780161727,12.574,13.74,12.38,13.3302,4556037.09,59501254.836204,115450.0,2391854.95,31290873.831878,13.00605,1.059146021707003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-21,15169132.8642,26146926.5195,3839316899030.0,29540.20235761293,24447.423342244932,30051.14126775,25272.80373167,28800.99948014,23873.08280895,29758.58934489,25137.64839149,28800.99948014,24090.00778287,,,,,,,,,,,,,
2018-04-22,8915.31,9020.67,8727.68,8787.02,29458.25348,261804372.9093471,229871,14937.899116,132830238.35538778,8862.67,0.9856101470391945,604.87,643.49,589.0,620.92,120127.3728,74788729.8493192,122258,61246.48956,38184257.0433051,614.57,1.0265346272752822,13.3689,13.3987,12.8,12.8888,2564431.16,33398981.918383,57960.0,1291206.9,16830512.268339,13.1141,0.9668872184963466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-22,17521934.3475,30345703.0408,3839316899030.0,28726.00297619509,23875.002046088986,29445.62271396,24238.39817449,28237.52438665,23312.77029299,28792.03412915,24053.83700533,28341.88509239,24171.65275859,,,,,,,,,,,,,
2018-04-23,8785.7,8985.0,8745.0,8934.01,25838.114709,229754640.59668776,190944,13246.605059,117823053.82786416,8862.4275,1.0167280830133538,620.67,649.11,618.02,645.09,77475.70793,49473079.4449478,88353,39248.30497,25074915.2718645,633.2225,1.0389261096437545,12.8887,13.8644,12.82,13.645,4448320.55,60098620.413938,67908.0,2105006.84,28421712.247583,13.304524999999998,1.0586710942834088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-23,17677096.6667,30536556.5191,3839316899030.0,28541.41577021351,24355.939913674225,29489.37662899,24922.78437645,27970.13690123,24018.36298528,28339.82150248,24168.05895292,28964.87897673,24609.28743719,,,,,,,2675.4,2682.86,2657.99,2670.29,516315424.0,2671.635,0.9971345261144418
2018-04-24,8934.0,9731.01,8922.0,9619.99,46268.790106,431210048.0625035,326608,24784.71044,231061865.2931042,9301.75,1.0767829899451646,644.58,712.99,643.76,701.58,171437.66972,118180314.7165787,159888,91426.36964,62994280.5966092,675.7275000000001,1.0875691763939916,13.6449,15.6805,13.6096,15.0895,4773630.91,69952675.332401,106099.0,2503632.45,36674094.519692,14.506125,1.1058629534628068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-24,17086010.4375,29200582.1714,3839316899030.0,29419.279878490026,23237.41555051373,30582.22977148,26409.21445073,27736.24796326,22252.4900687,28965.1142315,24608.2503188,29164.96076398,24328.2797128,,,,,,,2680.8,2683.55,2617.32,2634.56,626587520.0,2654.0575000000003,0.9934206955665725
2018-04-25,9618.96,9759.82,8730.0,8869.99,81110.037589,745137762.968867,477363,38824.013806,356851505.69270617,9244.6925,0.922037340995157,701.16,703.3,593.83,618.0,341439.50428,218497368.193498,309129,168602.81904,107875026.5250613,654.0725,0.8808688959206362,15.0786,15.9,12.91,13.3999,5198344.23,73903160.466492,145033.0,2585192.67,36847954.794767,14.322125,0.888028099009245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-25,19144528.397,30345703.0408,3839316899030.0,30020.063207698422,22214.471926151335,32548.93890688,24368.40498656,27650.76620431,21144.99984196,29119.91201966,24316.80947998,31842.31950676,22207.94713719,,,,,,,2634.92,2645.3,2612.67,2639.4,556103616.0,2633.0725,0.9920932383718136
2018-04-26,8869.99,9307.48,8651.62,9266.0,43300.304245,385046648.13786614,285850,22640.669137,201458888.2401515,9023.772500000001,1.0446460480789719,617.73,666.19,600.0,661.51,155754.00815,98084636.5776993,150017,76481.83444,48219285.0652012,636.3575000000001,1.0704045307443366,13.3999,14.75,13.1855,14.63,4222900.08,59387951.330058,84617.0,2129754.63,29937200.602862,13.99135,1.0917991925312875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-26,14253380.3133,23474977.8241,3839316899030.0,30060.351191572598,21251.17064717332,31956.42860936,22251.81381001,29195.297477999997,20691.52598095,31841.20299305,22193.2801303,29365.50533577,21886.91497447,,,,,,,2651.65,2676.48,2647.16,2666.94,627256896.0,2660.5575,1.0104383756998714
2018-04-27,9267.03,9395.0,8889.0,8915.35,37241.347036,342805674.55176014,268471,18517.604275,170503662.7235787,9116.595,0.9621573494496007,661.51,686.82,635.73,643.46,134803.48389,89621495.4179006,132051,65494.83214,43584183.3397351,656.88,0.9727139423440312,14.6299,14.7854,14.1075,14.2396,2886054.25,41808566.925412,60734.0,1410101.24,20421526.595075,14.4406,0.9733151059466848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-27,16429027.8425,26910340.4324,3839316899030.0,29537.865584496325,21672.645591476863,30107.13619659,22170.06371476,29091.14632529,21127.13692723,29355.93568988,21786.00555556,29449.07536011,21585.27962356,,,,,,,2675.47,2677.35,2659.01,2669.91,519061824.0,2670.435,1.0037125677607044
2018-04-28,8915.35,9427.48,8870.0,9348.0,34759.62842,321653866.2001887,257288,18251.631451,169069669.9073968,9140.2075,1.0485286612415665,643.41,694.9,638.76,682.86,113128.36337,76596615.4329475,114761,58734.58851,39786611.3126602,664.9825,1.0612314673794796,14.2493,15.4,14.1628,15.2011,3784189.33,56833811.863934,62626.0,2256987.53,33935409.389268,14.7533,1.067522964128206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-28,16065400.56,28391145.8893,3943557223450.0,29263.38735002374,21320.089903473116,30089.45129117,22679.02557584,27974.98276063,20337.49020922,29426.74617083,21571.05156712,29201.79103895,21380.30602659,,,,,,,,,,,,,
2018-04-29,9348.0,9570.51,9163.74,9419.0,38149.850035,357004895.9636863,311494,19364.945182,181366653.81958613,9375.3125,1.0075952075310226,683.5,700.49,665.28,690.85,110020.23869,75235079.3018448,121177,52218.32161,35747869.5912503,685.03,1.0117007878628124,15.1672,15.436,14.5001,15.0489,2829207.93,42480975.988898,60732.0,1440292.91,21632664.443355,15.038050000000002,0.9899875666892527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-29,14931203.5067,25592018.8298,4022059196160.0,28831.18474490688,22091.04622508772,29215.23398983,22555.91815428,28104.67853895,21358.00907551,29201.11937025,21379.10828624,28129.09846058,22555.91815428,,,,,,,,,,,,,
2018-04-30,9417.04,9458.64,9124.99,9246.01,35002.033875,325019389.2499412,285951,17461.189029,162179073.43816054,9311.67,0.9816339314152246,690.85,695.3,662.2,670.78,112494.9172,76654028.9797539,109155,56599.46199,38596782.9223376,679.7825,0.9709488311500325,15.0489,15.15,14.04,14.3291,2063155.39,30209221.620393,56138.0,992769.3,14568376.954724,14.642,0.9521692615407107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-30,18435206.2917,31590148.243,4022059196160.0,26948.172905137497,22222.75644312666,28127.88898517,22820.08748021,25957.20576216,21131.38044242,28127.88898517,22563.25138109,26005.74336486,21172.85620847,,,,,,,2675.05,2682.92,2648.04,2648.05,694514048.0,2663.5150000000003,0.9974086618846744
2018-05-01,9246.01,9248.99,8800.49,9071.48,41018.463633,368688349.62168455,268741,20050.167844,180200005.01267993,9091.7425,0.9811237495957715,670.78,675.6,627.58,672.0,133123.66675,87065924.8511483,120421,60363.54848,39426790.5921005,661.49,1.0018187781388832,14.3271,14.3288,13.5,14.1711,1987546.78,27657821.700012,49512.0,1055426.23,14706877.339229,14.08175,0.9889734875184065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-01,17940416.875,30990335.3017,4022059196160.0,25152.91599690877,21039.313758084267,26259.55211728,21539.04049783,24339.38277304,20540.612170700002,26003.27641186,21183.79563743,24677.15472178,21468.20715657,,,,,,,2643.64,2655.27,2625.41,2654.8,557716864.0,2644.78,0.9929660617642476
2018-05-02,9071.48,9268.0,8970.2,9247.84,26123.543961,238421833.7581133,188258,13960.455528,127439644.78329857,9139.380000000001,1.0194411496249787,671.99,691.99,663.0,688.56,86185.5033,58547697.5057035,97534,47460.1733,32261968.3936199,678.885,1.024642857142857,14.1421,14.44,13.9001,14.439,2097270.4,29709562.929623,45055.0,1133920.86,16063123.139928,14.2303,1.0189046721849397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-02,17923394.9167,31590148.243,4022059196160.0,24683.14843390114,21243.775687532536,25236.25451225,21652.98934916,24334.15288306,20866.91986671,24681.44774624,21466.66092729,25187.57743342,21264.73614058,,,,,,,2654.24,2660.87,2631.7,2635.67,609574848.0,2645.62,1.0003176067574617
2018-05-03,9247.81,9844.0,9168.4,9750.0,38768.388288,366028365.22714454,282581,21093.140343,199234352.40239447,9502.5525,1.0543002474091248,688.55,792.08,685.39,779.0,229419.209,169982888.3383364,210459,118584.02308,87775109.7736009,736.255,1.131346578366446,14.4389,14.8599,14.1799,14.6999,2502529.16,36292488.943135,71342.0,1378291.34,19993562.692492,14.54465,1.0180691183599972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-03,16155938.352,27991270.5951,4022059196160.0,26580.306215722478,21770.764969788164,29336.79614188,22469.25770355,25150.97609879,21252.69928481,25187.94906257,21260.76651517,29265.72470716,22050.74778194,,,,,,,2628.08,2637.14,2594.62,2629.73,599374720.0,2622.3925,0.9912203944633016
2018-05-04,9750.0,9830.04,9520.85,9713.99,28681.588879,277565997.63316435,210165,14779.499554,143070410.02237806,9703.72,0.9963066666666667,779.0,810.0,756.91,785.99,179924.40215,141283262.9241322,161690,90632.87892,71235800.1478963,782.9749999999999,1.0089730423620025,14.6493,14.7499,14.25,14.3622,1875629.56,27098755.546115,50352.0,1003512.68,14503321.848294,14.50285,0.9770270546058136,,,,,,,,,,,,0.5,1.5,0.5,0.8899,20890213.82,18946724.6944755,37492.0,8580293.34,7765705.5420755,0.847475,,,,,,,,,,,,,,,,,,,,,,,,2018-05-04,18194118.9792,30190584.7133,4022059196160.0,29771.76077103411,21628.356284556332,30435.22932129,22236.07914623,28952.52895808,21225.99079033,29256.04322981,22054.53428926,30298.51802586,21261.51523164,,,,,,,2621.45,2670.93,2615.32,2663.42,507718304.0,2642.7799999999997,1.0077743892266318
